DO ID	DO term	OMIM ID	DO Exact Synonym
"DOID:7972"	"lymphoma-like variant infiltrating bladder urothelial carcinoma"		
"DOID:11684"	"melanoacanthoma"		Melanoacanthoma (disorder)
"DOID:11685"	"inflamed seborrheic keratosis"		
"DOID:6945"	"inverted follicular keratosis"		Inverted Follicular Keratosis, Inverted folicular keratosis, Inverted follicular keratosis (disorder), Inverted follicular keratosis
"DOID:8221"	"upper clivus meningioma"		meningioma of the Upper Clivus
"DOID:8239"	"lower clivus meningioma"		meningioma of the lower Clivus
"DOID:6523"	"ciliary body mixed cell melanoma"		
"DOID:6997"	"intermediate cell type ciliary body melanoma"		
"DOID:7042"	"ciliary body epithelioid cell melanoma"		
"DOID:7442"	"monoclonal gammopathy of uncertain significance"		MGUS, Monoclonal gammopathy of uncertain significance (disorder), Monoclonal gammopathy of undetermined significance (morphologic abnormality)
"DOID:6543"	"acne"	604324	Acne varioliformis, acne vulgaris, frontalis acne
"DOID:12105"	"inflammatory spondylopathy"		Inflammatory spondylopathies in disease EC (disorder), Inflammatory spondylopathies in disease classified elsewhere, Inflammatory spondylopathy in disease classified elsewhere
"DOID:13127"	"gonococcal spondylitis"		Gonococcal spondylitis (disorder)
"DOID:6610"	"bone epithelioid hemangioma"		bone hemangioma, hemangioma of bone, osseous epithelioid hemangioma, osseous hemangioma
"DOID:6612"	"leukocyte adhesion deficiency"	116920, 266265, 612840	Congenital leukocyte adherence deficiency (disorder)
"DOID:7953"	"nipple duct carcinoma"		
"DOID:7207"	"lung combined large cell neuroendocrine carcinoma"		pulmonary Combined large cell neuroendocrine carcinoma
"DOID:6682"	"spondylolisthesis"	184200	
"DOID:6683"	"Aarskog-Scott syndrome"	100050, 305400	Aarskog syndrome (disorder), Aarskog syndrome [dup] (disorder), Aarskog syndrome, FACIOGENITAL DYSPLASIA, Greig's syndrome
"DOID:6712"	"anterior spinal artery syndrome"		Anterior spinal artery occlusion syndrome (disorder)
"DOID:10127"	"cerebral artery occlusion"		
"DOID:10991"	"basal ganglia cerebrovascular disease"		
"DOID:11390"	"cerebral arteritis"		Cerebral arteritis (disorder)
"DOID:11459"	"pseudotumor cerebri"	243200	Pseudotumor cerebri, benign intracran. hypt., benign intracranial hypertension (disorder), benign intracranial hypertension, idiopathic intracranial hypertension
"DOID:13100"	"intracranial vasospasm"		
"DOID:6725"	"spinal stenosis"		Spinal stenosis of lumbar region, cervical spinal stenosis, lumbar spinal stenosis
"DOID:6742"	"synchronous bilateral breast carcinoma"		
"DOID:7076"	"lipid-rich breast carcinoma"		
"DOID:6787"	"childhood vagina botryoid rhabdomyosarcoma"		vaginal childhood sarcoma Botryoides
"DOID:6848"	"adult vagina botryoid rhabdomyosarcoma"		
"DOID:6811"	"juvenile pilocytic astrocytoma"		
"DOID:6841"	"flat ductal epithelial atypia"		Flat ductal epithelial Atypia
"DOID:6844"	"kidney pelvis sarcomatoid transitional cell carcinoma"		sarcomatoid transitional cell carcinoma of renal Pelvis
"DOID:6845"	"infiltrating ureter transitional cell carcinoma"		
"DOID:6858"	"pineal region immature teratoma"		Atypical Pineal teratoma
"DOID:6871"	"spinal cord neuroblastoma"		neuroblastoma of the Spinal Cord
"DOID:8170"	"fibroepithelial polyp of the anus"		Fibroepithelial polyp of anus
"DOID:8255"	"vulva fibroepithelial polyp"		Vulval Fibroepithelial polyp
"DOID:6932"	"urinary bladder inverted papilloma"		
"DOID:6935"	"ureter inverted papilloma"		ureteral Inverted papilloma
"DOID:6936"	"ureter urothelial papilloma"		
"DOID:6939"	"childhood brain meningioma"		pediatric meningioma of brain
"DOID:6943"	"vulvar inverted follicular keratosis"		
"DOID:7678"	"sphenoid sinus inverted papilloma"		Inverted papilloma of the Sphenoid sinus
"DOID:7679"	"sphenoid sinus Schneiderian papilloma"		Schneiderian papilloma of the Sphenoid sinus
"DOID:6969"	"acute canaliculitis"		acute canaliculitis, lacrimal, acute lacrimal canaliculitis
"DOID:9938"	"dacryocystitis"		
"DOID:6993"	"iris mixed cell melanoma"		
"DOID:7017"	"lumbosacral lipoma"		
"DOID:7583"	"glottis verrucous carcinoma"		Glottic verrucous carcinoma
"DOID:7105"	"epiglottis neoplasm"		Epiglottic tumor, neoplasm of epiglottis (disorder)
"DOID:7141"	"prostate small cell carcinoma"		prostate Oat cell carcinoma, small cell carcinoma of prostate (disorder)
"DOID:7165"	"subacute thyroiditis"		De Quervain's thyroiditis, Giant-cell thyroiditis, Granulomatous thyroiditis, Subacute Granulomatous Thyroiditis, Subacute Thyroiditis, Subacute thyroiditis (disorder), de Quervain's thyroiditis
"DOID:14350"	"suppurative thyroiditis"		Infectious thyroiditis (disorder), Suppurative thyroiditis, acute suppurative thyroiditis (disorder)
"DOID:14351"	"Riedel's fibrosing thyroiditis"		Riedel fibrosing thyroiditis
"DOID:14353"	"acute thyroiditis"		acute thyroiditis (disorder), acute thyroiditis NOS (disorder)
"DOID:7187"	"subacute lymphocytic thyroiditis"		Subacute lymphocytic thyroiditis (disorder), Subacute lymphocytic thyroiditis
"DOID:7177"	"anal canal squamous cell carcinoma"		
"DOID:7188"	"autoimmune thyroiditis"		Chronic Lymphocytic Thyroiditis, Hashimoto thyroiditis, Hashimoto's Disease, Hashimoto's syndrome, Hashimoto's thyroiditis, Lymphocytic Thyroiditis
"DOID:7236"	"pancreatic invasive mucinous cystadenocarcinoma"		
"DOID:7237"	"pancreatic non-invasive mucinous cystadenocarcinoma"		
"DOID:7241"	"uterine corpus apoplectic leiomyoma"		
"DOID:7242"	"uterine corpus cellular leiomyoma"		
"DOID:7284"	"Skene gland carcinoma"		carcinoma of the paraurethral gland, paraurethral gland carcinoma
"DOID:7326"	"cranial pseudosarcomatous fasciitis"		
"DOID:7327"	"pseudosarcomatous fibromatosis"		Fasciitis - nodular, Pseudosarcomatous Fasciitis, Pseudosarcomatous fibromatosis (disorder), Pseudosarcomatous fibromatosis, nodular fasciitis (disorder), nodular fasciitis
"DOID:9603"	"intravascular fasciitis"		Intravascular Pseudosarcomatous Fasciitis
"DOID:7333"	"nephrogenic adenoma of urinary bladder"		Nephrogenic adenoma of the urinary bladder
"DOID:7381"	"lymphohistiocytoid mesothelioma"		
"DOID:7400"	"Nijmegen breakage syndrome"	251260	Berlin breakage syndrome, Microcephaly, normal intelligence and immunodeficiency (disorder), Seemanova syndrome
"DOID:7426"	"cutaneous anthrax"		
"DOID:7427"	"anthrax disease"		
"DOID:13386"	"gastrointestinal anthrax"		
"DOID:0050160"	"inhalation anthrax"		pulmonary anthrax, respiratory anthrax, wool-sorters' disease, woolsorters' disease
"DOID:7437"	"uterus perivascular epithelioid cell tumor"		uterine corpus PEComa
"DOID:8408"	"Meckel's diverticulitis"		Meckel diverticulitis, Meckel's diverticulitis (disorder)
"DOID:7479"	"duodenal somatostatinoma"		duodenal delta cell somatostatin producing tumor
"DOID:10021"	"duodenum cancer"		Duodenal cancer, cancer of duodenum, duodenal neoplasm
"DOID:7497"	"brain ependymoma"		Ependymal tumor of brain, Ependymoma of brain (disorder)
"DOID:7750"	"adult brain ependymoma"		
"DOID:10156"	"ileal neoplasm"		Ileal tumor, tumor of ileum (disorder)
"DOID:7506"	"small intestinal L-cell glucagon-like peptide producing tumor"		
"DOID:0050940"	"endocervical adenocarcinoma"		
"DOID:7520"	"periductal breast myoepitheliosis"		
"DOID:8068"	"intraductal breast myoepitheliosis"		
"DOID:7527"	"acute gonococcal endometritis"		Gonococcal endometritis (acute), Uterus - acute gonorrhoea, acute gonorrhea of uterus
"DOID:7532"	"squamous papillomatosis"		
"DOID:7551"	"gonorrhea"		chronic gonococcal infectious disease of lower genitourinary tract, chronic gonococcal infectious disease of upper genitourinary tract
"DOID:7685"	"pancreatic non-invasive intraductal papillary-mucinous carcinoma"		
"DOID:8150"	"pancreatic invasive intraductal papillary-mucinous carcinoma"		
"DOID:7851"	"pancreatic intraductal papillary-mucinous adenoma"		
"DOID:7584"	"subglottis verrucous carcinoma"		verrucous carcinoma of Subglottis
"DOID:7585"	"subglottis squamous cell carcinoma"		Epidermoid carcinoma of the Subglottis
"DOID:7764"	"subglottis carcinoma"		Subglottic carcinoma, carcinoma of subglottis (disorder)
"DOID:7586"	"supraglottis verrucous carcinoma"		verrucous carcinoma of Supraglottis
"DOID:7587"	"supraglottis squamous cell carcinoma"		Epidermoid carcinoma of the Supraglottis
"DOID:7763"	"carcinoma of supraglottis"		Supraglottic carcinoma, carcinoma of supraglottis (disorder)
"DOID:7612"	"childhood intracortical osteosarcoma"		
"DOID:7607"	"chief cell adenoma"		Chief cell adenoma of Parathyroid gland
"DOID:7608"	"parathyroid adenoma"		adenoma of the Parathyroid gland
"DOID:7609"	"parathyroid transitional clear cell adenoma"		Clear cell adenoma of the Parathyroid
"DOID:7610"	"mixed cell type adenoma of parathyroid"		mixed cell type adenoma of the Parathyroid gland
"DOID:7611"	"parathyroid oncocytic adenoma"		
"DOID:7613"	"sarcomatosis of the meninges"		Meningeal sarcomatosis (morphologic abnormality), sarcomatosis of meninges
"DOID:7725"	"epilepsy with generalized tonic-clonic seizures"		Epileptic seizures, tonic-clonic, Grand Mal epilepsy, tonic-clonic epilepsy
"DOID:7765"	"Coats disease"	300216	Coats' disease, Coats' syndrome, Exudative retinopathy
"DOID:7756"	"neonatal leukemia"		Neonatal Leukemia
"DOID:8295"	"scabies"		Infestation by Sarcoptes scabiei var hominis, Infestation by Sarcoptes scabiei, Sarcoptic itch
"DOID:8399"	"trombiculiasis"		
"DOID:7921"	"benign mediastinal psammomatous neurilemmoma"		benign Psammomatous Schwannoma of mediastinum
"DOID:7959"	"duodenal gastrinoma"		Gastrinoma of duodenum, duodenal G-cell gastrin producing tumor, malignant duodenal gastrinoma
"DOID:12573"	"neonatal thyrotoxicosis"		Neonatal thyrotoxicosis (disorder)
"DOID:10719"	"toxic diffuse goiter"		
"DOID:11277"	"Plummer's disease"		Plummer disease, Toxic nodular Goiter, Toxic nodular goiter (disorder), Toxic nodular goiter NOS (disorder), Toxic nodular goiter unspecified (disorder)
"DOID:8208"	"lung superior sulcus carcinoma"		Superior Sulcus carcinoma of the lung
"DOID:8012"	"benign pericardial teratoma"		Mature teratoma of Pericardium
"DOID:8125"	"osteochondrosis"		(Osteochondrosis NOS) or (apophysitis NOS) or (epiphysitis NOS) or (osteochondritis NOS), Epiphyseal necrosis, NOS, Osteochondrosis not specified as adult or juvenile, of unspecified site, osteochondritis juvenilis
"DOID:11760"	"Kohler's disease"		Juvenile osteochondrosis of foot, Kohler disease
"DOID:13300"	"Scheuermann's disease"	181440	Juvenile osteochondritis of the spine, Juvenile osteochondrosis of Scheurermann, Juvenile osteochondrosis of spine, Scheuermann's kyphosis, Sherman's Disease
"DOID:14415"	"Legg-Calve-Perthes disease"	150600	Calve - Perthes' disease, Coxa plana, Juvenile osteochond-hip\/pelvis, Juvenile osteochondrosis of hip and\/or pelvis (disorder), Perthe's disease, Perthes disease, Pseudocoxalgia, juvenile osteochondrosis of hip and pelvis, osteochondrosis of Legg-Calve-Perthes, pseudocoxalgia
"DOID:8133"	"epiglottis cancer"		epiglottic cancer, malignant neoplasm of anterior aspect of epiglottis, malignant neoplasm of anterior epiglottis (disorder), malignant neoplasm of anterior epiglottis NOS (disorder), malignant neoplasm of anterior surface of epiglottis, malignant neoplasm of epiglottis NOS (disorder), malignant neoplasm of epiglottis, malignant tumor of Epiglottis
"DOID:8151"	"appendiceal L-cell glucagon-like peptide producing tumor"		malignant appendiceal L-cell glucagon-like peptide producing tumor, malignant appendiceal glucagonoma
"DOID:8153"	"fibroosseous pseudotumor of digits"		Fibroosseous Digital Pseudotumor
"DOID:9988"	"tertiary neurosyphilis"		late neurosyphilis
"DOID:0050584"	"gummatous syphilis"		
"DOID:9880"	"cardiovascular syphilis"		
"DOID:13310"	"diphtheritic peritonitis"		
"DOID:14374"	"norwegian scabies"		(Scabies (& [Norwegian])) or (sarcoptic itch), Crusted scabies (disorder), Norwegian Scabies
"DOID:8302"	"mixed endometrial stromal and smooth muscle tumor"		Stromomyoma
"DOID:8304"	"lymph node palisaded myofibroblastoma"		Palisaded Myofibroblastoma of the Lymph Node
"DOID:10619"	"lymph node cancer"		lymph node neoplasm
"DOID:8410"	"childhood kidney angiomyolipoma"		pediatric renal Angiomyolipoma
"DOID:8428"	"breast apocrine carcinoma in situ"		Apocrine carcinoma in situ of the breast
"DOID:8431"	"physiological polycythemia"		
"DOID:10780"	"primary polycythemia"		Familiar Polycythemia, familial erythrocytosis
"DOID:11242"	"plethora of newborn"		Neonatal polycythemia (disorder)
"DOID:8997"	"polycythemia vera"	263300	Erythremia (morphologic abnormality), Osler-Vaquez syndrome, Polycythaemia rubra vera, Proliferative polycythaemia
"DOID:8442"	"paralytic ileus"		Paralysis of intestine or colon, Paralytic ileus (disorder), Paralytic ileus
"DOID:8445"	"intestinal volvulus"		Twist of intestine, bowel, or colon, Volvulus (& [torsion of bowel]), Volvulus NOS (disorder), Volvulus, intestinal volvulus (disorder)
"DOID:8446"	"intussusception"	147710	Intussusception (morphologic abnormality), Intussusception NOS (disorder), Intussusception of intestine (disorder), Invagination of intestine or colon
"DOID:8448"	"intestinal impaction"		
"DOID:8438"	"afferent loop syndrome"		Afferent loop syndrome (disorder)
"DOID:14495"	"dumping syndrome"		Dumping (jejunal) syndrome, Jejunal syndrome
"DOID:10439"	"Mooren's ulcer"		Mooren ulcer
"DOID:10440"	"mycotic corneal ulcer"		
"DOID:10441"	"marginal corneal ulcer"		
"DOID:10444"	"ring corneal ulcer"		
"DOID:10445"	"perforated corneal ulcer"		
"DOID:9910"	"central corneal ulcer"		
"DOID:8464"	"flat retinoschisis"		
"DOID:8465"	"retinoschisis"		
"DOID:12108"	"bullous retinoschisis"		
"DOID:0050572"	"cone-rod dystrophy"	120970, 300085, 300476, 304020, 600624, 600977, 601777, 602093, 603649, 604116, 605549, 607476, 608194, 610283, 610381, 612657, 612775, 613660, 614500, 615163, 615374, 615860, 615973	cone-rod dystrophy 5, cone-rod retinal dystrophy
"DOID:0050664"	"Bietti crystalline corneoretinal dystrophy"	210370	Bietti's crystalline dystrophy
"DOID:10584"	"retinitis pigmentosa"	120970, 180100, 180104, 180105, 180210, 268000, 268025, 268060, 300029, 300424, 300605, 312600, 312612, 400004, 600059, 600105, 600132, 600138, 600852, 601414, 601718, 602594, 602772, 606068, 607921, 608133, 608380, 609913, 609923, 610282, 610359, 610599, 611131, 612095, 612165, 612572, 612712, 612943, 613194, 613428, 613464, 613575, 613581, 613582, 613617, 613731, 613750, 613756, 613758, 613767, 613769, 613794, 613801, 613810, 613827, 613861, 613862, 613983, 614180, 614181, 614494, 615233, 615434, 615565, 615725, 615780, 615922	RP, pericentral pigmentary retinopathy, retinitis pigmentosa type 53, retinitis pigmentosa type 59, retinitis pigmentosa-1
"DOID:12161"	"peripheral retinal degeneration"		peripheral degeneration of retina
"DOID:0050211"	"swine influenza"		
"DOID:8478"	"actinomycosis"		Actinomycotic madura foot (disorder), Actinomycotic mycetema, Actinomycotic mycetoma of foot, Madura foot due to Actinomadura (disorder), actinomycotic infection
"DOID:8481"	"rheumatic myocarditis"		Rheumatic degeneration of myocardium, Rheumatic fever with myocarditis, Rheumatic myocarditis (disorder), Rheumatic myocarditis, Rheumatoid myocarditis (disorder), active rheumatic fever with myocarditis, acute Rheumatic Myocarditis, acute rheumatic carditis, acute rheumatic myocarditis (disorder) [Ambiguous], acute rheumatic myocarditis (disorder), acute rheumatic myocarditis
"DOID:8482"	"transient retinal arterial occlusion"		Retinal transient arterial occlusion NOS (disorder), Transient arterial retinal occlusion (disorder), Transient retinal arterial occlusion
"DOID:13094"	"branch retinal artery occlusion"		Arterial retinal branch occlusion (disorder), Retinal Arterial Branch Occlusion, Retinal arterial branch occlusion
"DOID:13098"	"central retinal artery occlusion"		
"DOID:14522"	"partial arterial retinal occlusion"		Partial Retinal Arterial Occlusion, Partial arterial retinal occlusion (disorder), Partial retinal arterial occlusion, Retinal partial arterial occlusion NOS (disorder)
"DOID:8498"	"hereditary night blindness"	258100, 613411	Congenital night blindness, Oguchi's disease
"DOID:0050534"	"congenital stationary night blindness"	163500, 257270, 300071, 310500, 610427, 610444, 610445, 613216, 613830, 614565, 615058, 616389	congenital essential nyctalopia
"DOID:11874"	"abnormal threshold of rods"		abnormal dark adaptation curve
"DOID:8500"	"hereditary retinal dystrophy"		
"DOID:0050683"	"Bothnia retinal dystrophy"	607475	Vasterbotten dystrophy
"DOID:11105"	"fundus albipunctatus"	136880	Pigmentary retinal dystrophy, retinitis punctata albescens
"DOID:13227"	"retinal dystrophies primarily involving Bruch's membrane"		retinal dystrophies primarily involving Bruch membrane
"DOID:14251"	"vitreoretinal dystrophy"		Vitreoretinal dystrophies
"DOID:14252"	"dystrophies primarily involving the retinal pigment epithelium"		
"DOID:14253"	"retinal dystrophy in systemic or cerebroretinal lipidoses"		
"DOID:11656"	"cicatricial pemphigoid"		Cicatricial pemphigoid with ocular involvement, Ocular pemphigoid, benign mucous membrane pemphigoid with ocular involvement, benign mucous membrane pemphigoid, ocular pemphigus
"DOID:8505"	"dermatitis herpetiformis"		Dermatitis herpetiformis (disorder), Dermatitis herpetiformis [dup] (disorder), Dermatitis herpetiformis, Dermatosis herpetiformis, Duhring's disease
"DOID:8508"	"subcorneal pustular dermatosis"		Sneddon-Wilkinson disease or syndrome, Subcorneal pustular dermatosis (disorder), Subcorneal pustular dermatosis
"DOID:9182"	"pemphigus"		
"DOID:8503"	"impetigo herpetiformis"		Impetigo herpetiformis (disorder)
"DOID:11907"	"ecthyma"		Ecthyma (disorder)
"DOID:8507"	"juvenile dermatitis herpetiformis"		Juvenile dermatitis herpetiformis (disorder)
"DOID:8506"	"bullous pemphigoid"		Bullous pemphigoid (disorder), Bullous pemphigoid
"DOID:8512"	"puerperal pulmonary embolism"		
"DOID:9477"	"pulmonary embolism"		pulmonary artery embolism, pulmonary embolus
"DOID:8514"	"acute pulmonary heart disease"		acute pulmonary heart disease (disorder), acute pulmonary heart disease NOS (disorder)
"DOID:8516"	"pulmonary embolism and infarction"		
"DOID:8517"	"acute cor pulmonale"		acute cor pulmonale (disorder)
"DOID:12326"	"chronic pulmonary heart disease"		
"DOID:8527"	"monocytic leukemia"		Schilling's leukemia
"DOID:8864"	"acute monocytic leukemia"	151380	acute Monoblastic Leukemia and acute Monocytic Leukemia, acute monocytic leukemia without mention of remission, acute monocytic leukemia, FAB M5 (disorder), acute monocytic leukemia, morphology (morphologic abnormality)
"DOID:8593"	"chronic monocytic leukemia"		
"DOID:8696"	"subacute monocytic leukemia"		
"DOID:8529"	"ulcer of lower limbs"		Ulcer of ankle, Ulcer of calf (disorder), Ulcer of calf, Ulcer of heel and midfoot, Ulcer of lower limb, unspecified, Ulcer of other part of foot, Ulcer of other part of lower limb, Ulcer of thigh
"DOID:8533"	"hypopharynx cancer"		Hypopharyngeal cancer, malignant Hypopharyngeal tumor, malignant neoplasm of hypopharynx NOS (disorder), malignant neoplasm of hypopharynx NOS, malignant neoplasm of hypopharynx, malignant neoplasm of hypopharynx, NOS, malignant neoplasm of ill-defined sites within the lip and oral cavity, malignant neoplasm of other specified hypopharyngeal site (disorder), malignant neoplasm of other specified sites of hypopharynx, malignant neoplasm of posterior hypopharyngeal wall, malignant neoplasm of posterior wall of hypopharynx, malignant tumor of hypopharynx (disorder), malignant tumor of posterior wall of hypopharynx (disorder), malignant tumour of hypopharynx
"DOID:8660"	"postcricoid region cancer"		malignant Postcricoid tumor, malignant tumor of pharyngoesophageal junction
"DOID:8663"	"aryepiglottic fold cancer"		malignant neoplasm of hypopharyngeal aspect of aryepiglottic fold, malignant tumor aryepiglottic fold - hypopharyngeal aspect (disorder)
"DOID:9235"	"pyriform sinus cancer"		malignant neoplasm of pyriform fossa, malignant neoplasm of the Pyriform Fossa, malignant tumor of pyriform fossa (disorder)
"DOID:8538"	"reticulosarcoma"	267730	histiocytic lymphoma, large-cell Lymphomas
"DOID:8541"	"Sezary's disease"		Sezary disease, Sezary syndrome
"DOID:0060061"	"cutaneous T cell lymphoma"		
"DOID:8543"	"Hodgkin's lymphoma, lymphocytic-histiocytic predominance"		Hodgkin lymphoma, lymphocyte-rich (disorder), Hodgkin lymphoma, lymphocytic-histiocytic predominance, Hodgkin's disease, lymphocyte predominance [obs], Lymphocyte Rich Hodgkin's disease
"DOID:8567"	"Hodgkin's lymphoma"	236000, 300221, 400021	HL, Hodgkin disease, Hodgkin lymphoma, Hodgkin's sarcoma, Hodgkins lymphoma, stage I Subdiaphragmatic Hodgkin Lymphoma, stage II Subdiaphragmatic Hodgkin Lymphoma
"DOID:8717"	"decubitus ulcer"		Decubitus (pressure) ulcer, Decubitus ulcer any site, Decubitus ulcer, Decubitus ulcer, elbow, Decubitus ulcer, lower back, Decubitus ulcer, other site, Decubitus ulcer, upper back, pressure sores, pressure ulcer
"DOID:8552"	"chronic myeloid leukemia"	608232	CML - chronic Myelogenous Leukemia, CML, Myeloid Leukemia, chronic, chronic granulocytic leukemia, chronic myelogenous leukemia
"DOID:8556"	"vallecula cancer"		malignant tumor of vallecula (disorder)
"DOID:8557"	"oropharynx cancer"		Oropharyngeal carcinoma, malignant Oropharyngeal tumor, malignant neoplasm of junctional region of oropharynx, malignant neoplasm of lateral wall of oropharynx, malignant neoplasm of oropharynx, malignant neoplasm of posterior wall of oropharynx, malignant tumor of oropharynx (disorder), malignant tumor of posterior wall of oropharynx (disorder), malignant tumour of mesopharynx (disorder), oropharyngeal cancer, primary malignant neoplasm of lateral wall of oropharynx
"DOID:8858"	"tonsil cancer"		malignant Tonsillar tumor, malignant neoplasm of faucial tonsil (disorder), malignant neoplasm of palatine tonsil (disorder), malignant neoplasm of tonsil, faucial, malignant tumor of tonsil (disorder)
"DOID:8688"	"tonsillar pillar cancer"		malignant neoplasm of tonsillar pillar, malignant neoplasm of tonsillar pillars, posterior, malignant tumor of tonsillar pillar (disorder), malignant tumour of tonsillar pillar
"DOID:8937"	"Waldeyer's ring cancer"		Waldeyer ring cancer, malignant neoplasm of Waldeyer's ring, malignant tumor of Waldeyer's ring (disorder)
"DOID:8969"	"tonsillar fossa cancer"		malignant neoplasm of tonsillar fossa NOS (disorder), malignant tumor of tonsillar fossa (disorder), malignant tumor of tonsillar fossa
"DOID:8564"	"lip cancer"		malignant neoplasm of commissure of lip, malignant neoplasm of external Lip, not specified as upper or lower, malignant neoplasm of labial commissure of lip, malignant neoplasm of lip unspecified, inner aspect (disorder), malignant neoplasm of lip, inner aspect NOS (disorder), malignant neoplasm of lip, inner aspect, malignant neoplasm of lip, unspecified (disorder), malignant neoplasm of lip, unspecified, malignant neoplasm of lip, unspecified, external (disorder), malignant neoplasm of lip, unspecified, inner aspect, malignant neoplasm of lip, unspecified, vermilion border, malignant neoplasm of lip, vermilion border NOS (disorder), malignant neoplasm of lower lip, buccal aspect (disorder), malignant neoplasm of lower lip, inner aspect NOS (disorder), malignant neoplasm of lower lip, mucosa (disorder), malignant neoplasm of lower lip, oral aspect, malignant neoplasm of oral aspect of lip, not specified whether upper or lower, malignant neoplasm of other sites of lip (disorder), malignant neoplasm of other sites of lip, malignant neoplasm of vermilion border of lip unspecified (disorder), malignant neoplasm of vermilion border of lip, malignant tumor of commissure of lip (disorder), malignant tumor of commissure of lip, malignant tumor of labial mucosa (disorder), malignant tumor of lip (disorder), malignant tumor of lower labial mucosa (disorder), malignant tumor of the Lip, malignant tumour of labial commissure, malignant tumour of lip
"DOID:8630"	"upper lip cancer"		
"DOID:8883"	"lower lip cancer"		
"DOID:8607"	"herpetic whitlow"		Herpetic felon, Herpetic whitlow (disorder)
"DOID:8704"	"genital herpes"		Genital herpes simplex (disorder), HERPES GENITALIA, Herpes Genitalis, Virus-Genital Herpes, venereal herpes
"DOID:9123"	"eczema herpeticum"		Eczema herpeticum (disorder) [Ambiguous], Eczema herpeticum (disorder), Herpes simplex dermatitis of eyelid (disorder), Herpes simplex eyelid dermatitis (disorder), Herpes simplex virus dermatitis, herpes simplex dermatitis, herpes simplex virus eyelid dermatitis
"DOID:8628"	"Hodgkin's lymphoma, lymphocytic depletion"		Hodgkin lymphoma, lymphocyte depletion, Hodgkin's disease, lymphocytic depletion (disorder), Hodgkin's disease, lymphocytic depletion NOS (disorder), Hodgkin's disease, lymphocytic depletion NOS (morphologic abnormality), Hodgkin's disease, lymphocytic depletion NOS, Hodgkin's disease, lymphocytic depletion, Hodgkin's disease, lymphocytic depletion, unspecified site, extranodal and solid organ sites, Hodgkin's lymphocytic depletion of unspecified site (disorder), Lymphocyte-Depleted Classical Hodgkin Lymphoma
"DOID:8642"	"Hodgkin's paragranuloma"		Hodgkin paragranuloma
"DOID:8651"	"Hodgkin's granuloma"		Hodgkin granuloma, Hodgkin's Granuloma, Hodgkin's granuloma of unspecified site (disorder), Hodgkin's granuloma, unspecified site, extranodal and solid organ sites
"DOID:8654"	"Hodgkin's lymphoma, mixed cellularity"		Hodgkin lymphoma, mixed cellularity, Hodgkin's disease, mixed cellularity (disorder), Hodgkin's disease, mixed cellularity NOS (disorder), Hodgkin's disease, mixed cellularity of unspecified site (disorder), MCHL
"DOID:8838"	"Hodgkin's lymphoma, nodular sclerosis"		Classical Hodgkin lymphoma, nodular sclerosis, Hodgkin lymphoma, nodular sclerosis, Hodgkin's disease nodular sclerosis NOS, Hodgkin's disease, nodular sclerosis (disorder), Hodgkin's disease, nodular sclerosis NOS (disorder), Hodgkin's disease, nodular sclerosis NOS (morphologic abnormality), Hodgkin's disease, nodular sclerosis of unspecified site (disorder), NSHL
"DOID:8573"	"lichen nitidus"		Lichen nitidus (disorder), Pinkus' disease
"DOID:9201"	"lichen planus"		Lichen Planus, Lichen planus (disorder), Lichen planus NOS (disorder), Lichen, ruber planus, lichen ruber planus
"DOID:8577"	"ulcerative colitis"	266600	Left-sided ulcerative colitis
"DOID:0060180"	"colitis"	191390	
"DOID:8578"	"soft palate cancer"		malignant tumor of soft palate (disorder), malignant tumor of the soft Palate
"DOID:8635"	"uvula cancer"		malignant Uvular tumor, malignant tumor of uvula (disorder)
"DOID:8601"	"upper gum cancer"		malignant tumor of upper gingiva (disorder), malignant tumor of upper gingiva, malignant tumour of upper gum
"DOID:8602"	"gum cancer"		malignant Gingival tumor, malignant neoplasm of gum NOS (disorder), malignant neoplasm of gum, malignant neoplasm of other sites of gum (disorder), malignant neoplasm of other sites of gum, malignant tumor of gum (disorder), malignant tumour of gingiva
"DOID:9125"	"lower gum cancer"		malignant tumor of lower gingiva (disorder), malignant tumour of lower gum
